row_id,sample_id,path,folder,origin,family,split,sample_label,label,operator,edge_cases,line,handle,resource_call,resource_type,scope,class_name,verdict,exposure,leaking_path_fraction,escapes_return,escapes_self_attr,escapes_container,escapes_call_arg,callee_closes_param,close_present_but_unguarded,in_loop,raising_call_between,reassigned_before_close,resource_type_weight,is_test_or_script_file,is_async_resource,callee_name_suggests_close,escape_disposed_downstream,escape_recipient_unknown,container_drained_in_module
GEN-0788#7:connection,GEN-0788,dataset/mutated_code/generated/M8_async_close_removal/mutant_0788.py,mutated_code,generated,synth:async_generator_finally,train,1,1,M8_async_close_removal,EC-ASYNC-04,7,connection,asyncpg.connect,ASYNC_DB,billing_async_pg,,DEFINITE_LEAK,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
GEN-0789#7:connection,GEN-0789,dataset/mutated_code/generated/M8_async_close_removal/mutant_0789.py,mutated_code,generated,synth:async_generator_finally,train,1,1,M8_async_close_removal,EC-ASYNC-04,7,connection,asyncpg.connect,ASYNC_DB,telemetry_async_pg,,DEFINITE_LEAK,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
GEN-0790#7:connector,GEN-0790,dataset/mutated_code/generated/M8_async_close_removal/mutant_0790.py,mutated_code,generated,synth:async_generator_finally,train,1,1,M8_async_close_removal,EC-ASYNC-04,7,connector,aiohttp.TCPConnector,ASYNC_SESSION,ingest_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
GEN-0791#7:connector,GEN-0791,dataset/mutated_code/generated/M8_async_close_removal/mutant_0791.py,mutated_code,generated,synth:async_generator_finally,train,1,1,M8_async_close_removal,EC-ASYNC-04,7,connector,aiohttp.TCPConnector,ASYNC_SESSION,billing_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
GEN-0792#7:connector,GEN-0792,dataset/mutated_code/generated/M8_async_close_removal/mutant_0792.py,mutated_code,generated,synth:async_generator_finally,train,1,1,M8_async_close_removal,EC-ASYNC-04,7,connector,aiohttp.TCPConnector,ASYNC_SESSION,telemetry_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
GEN-0793#11:session,GEN-0793,dataset/mutated_code/generated/M8_async_close_removal/mutant_0793.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,session,aiohttp.ClientSession,ASYNC_SESSION,ingest_async_session,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0794#11:session,GEN-0794,dataset/mutated_code/generated/M8_async_close_removal/mutant_0794.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,session,aiohttp.ClientSession,ASYNC_SESSION,billing_async_session,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0795#11:session,GEN-0795,dataset/mutated_code/generated/M8_async_close_removal/mutant_0795.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,session,aiohttp.ClientSession,ASYNC_SESSION,telemetry_async_session,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0796#11:handle,GEN-0796,dataset/mutated_code/generated/M8_async_close_removal/mutant_0796.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,handle,aiofiles.open,ASYNC_FILE,ingest_async_file,,DEFINITE_LEAK,1.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0797#11:handle,GEN-0797,dataset/mutated_code/generated/M8_async_close_removal/mutant_0797.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,handle,aiofiles.open,ASYNC_FILE,billing_async_file,,DEFINITE_LEAK,1.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0798#11:handle,GEN-0798,dataset/mutated_code/generated/M8_async_close_removal/mutant_0798.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,handle,aiofiles.open,ASYNC_FILE,telemetry_async_file,,DEFINITE_LEAK,1.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0799#11:connection,GEN-0799,dataset/mutated_code/generated/M8_async_close_removal/mutant_0799.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connection,asyncpg.connect,ASYNC_DB,ingest_async_pg,,DEFINITE_LEAK,3.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0800#11:connection,GEN-0800,dataset/mutated_code/generated/M8_async_close_removal/mutant_0800.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connection,asyncpg.connect,ASYNC_DB,billing_async_pg,,DEFINITE_LEAK,3.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0801#11:connection,GEN-0801,dataset/mutated_code/generated/M8_async_close_removal/mutant_0801.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connection,asyncpg.connect,ASYNC_DB,telemetry_async_pg,,DEFINITE_LEAK,3.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0802#11:connector,GEN-0802,dataset/mutated_code/generated/M8_async_close_removal/mutant_0802.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connector,aiohttp.TCPConnector,ASYNC_SESSION,ingest_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0803#11:connector,GEN-0803,dataset/mutated_code/generated/M8_async_close_removal/mutant_0803.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connector,aiohttp.TCPConnector,ASYNC_SESSION,billing_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
GEN-0804#11:connector,GEN-0804,dataset/mutated_code/generated/M8_async_close_removal/mutant_0804.py,mutated_code,generated,synth:async_helper_closes,test,1,1,M8_async_close_removal,EC-ASYNC-04,11,connector,aiohttp.TCPConnector,ASYNC_SESSION,telemetry_async_connector,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
M1-0002#4:p,M1-0002,dataset/mutated_code/handwritten/unbound_popen_leak.py,mutated_code,handwritten,handwritten_unbound_popen_leak,train,1,1,M1_with_to_bare,EC-ACQ-05,4,p,subprocess.Popen,PROCESS,launch_service,,DEFINITE_LEAK,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
M10-0001#5:self.conn,M10-0001,dataset/mutated_code/handwritten/class_no_closer.py,mutated_code,handwritten,handwritten_class_no_closer,train,1,1,M10_remove_class_closer,EC-OWN-05,5,self.conn,sqlite3.connect,DB,DatabaseWorker.__init__,DatabaseWorker,DEFINITE_LEAK,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
M12-0001#2:f1,M12-0001,dataset/mutated_code/handwritten/close_wrong_handle.py,mutated_code,handwritten,handwritten_close_wrong_handle,train,1,1,M12_close_wrong_handle,EC-ALIAS-03,2,f1,open,FILE,copy_streams,,DEFINITE_LEAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M12-0001#3:f2,M12-0001,dataset/mutated_code/handwritten/close_wrong_handle.py,mutated_code,handwritten,handwritten_close_wrong_handle,train,1,0,M12_close_wrong_handle,EC-ALIAS-03,3,f2,open,FILE,copy_streams,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M13-0001#4:tf,M13-0001,dataset/mutated_code/handwritten/finally_pass_leak.py,mutated_code,handwritten,handwritten_finally_pass_leak,train,1,1,M13_finally_to_pass,EC-CF-12,4,tf,tempfile.NamedTemporaryFile,FILE,write_temp_data,,DEFINITE_LEAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M14-0001#4:conn,M14-0001,dataset/mutated_code/handwritten/sqlite_ctx_manager_myth.py,mutated_code,handwritten,handwritten_sqlite_ctx_manager_myth,test,1,1,M14_ctx_manager_swap,EC-DB-01,4,conn,sqlite3.connect,DB,run_query,,DEFINITE_LEAK,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
M3-0001#5:s,M3-0001,dataset/mutated_code/handwritten/loop_early_return.py,mutated_code,handwritten,handwritten_loop_early_return,val,1,1,M3_insert_early_return,EC-CF-01,5,s,socket.create_connection,SOCKET,ping_servers,,DEFINITE_LEAK,4.0,0.285714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
M4-0001#4:f,M4-0001,dataset/mutated_code/handwritten/close_after_raise.py,mutated_code,handwritten,handwritten_close_after_raise,train,1,1,M4_close_into_try,EC-CF-09,4,f,open,FILE,parse_header,,DEFINITE_LEAK,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M6-0001#2:f,M6-0001,dataset/mutated_code/handwritten/alias_rebound.py,mutated_code,handwritten,handwritten_alias_rebound,train,1,1,M6_reassign_before_close,EC-ALIAS-01,2,f,open,FILE,process_log,,DEFINITE_LEAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M6-0001#4:f,M6-0001,dataset/mutated_code/handwritten/alias_rebound.py,mutated_code,handwritten,handwritten_alias_rebound,train,1,1,M6_reassign_before_close,EC-ALIAS-01,4,f,open,FILE,process_log,,EXCEPTION_PATH_LEAK,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
M8-0001#4:reader,M8-0001,dataset/mutated_code/handwritten/async_bare_socket.py,mutated_code,handwritten,handwritten_async_bare_socket,train,1,1,M8_async_close_removal,EC-ASYNC-04,4,reader,asyncio.open_connection,ASYNC_SOCKET,fetch_data,,DEFINITE_LEAK,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
M9-0001#5:f,M9-0001,dataset/mutated_code/handwritten/exitstack_bare_file.py,mutated_code,handwritten,handwritten_exitstack_bare_file,train,1,1,M9_exitstack_to_bare,EC-CTX-05,5,f,open,FILE,process_batch,,DEFINITE_LEAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-001#5:handle,R-001,dataset/real_code/handwritten/files/with_basic.py,real_code,handwritten,real:files:with_basic,train,0,0,,EC-CTX-01,5,handle,open,FILE,load_config,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-002#5:source,R-002,dataset/real_code/handwritten/files/with_multi_item.py,real_code,handwritten,real:files:with_multi_item,train,0,0,,EC-CTX-02,5,source,open,FILE,copy,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-002#5:target,R-002,dataset/real_code/handwritten/files/with_multi_item.py,real_code,handwritten,real:files:with_multi_item,train,0,0,,EC-CTX-02,5,target,open,FILE,copy,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-003#7:handle,R-003,dataset/real_code/handwritten/files/try_finally.py,real_code,handwritten,real:files:try_finally,train,0,0,,EC-CF-05,7,handle,open,FILE,load_json,,SAFE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-004#5:handle,R-004,dataset/real_code/handwritten/files/early_return_closed.py,real_code,handwritten,real:files:early_return_closed,train,0,0,,EC-CF-01,5,handle,open,FILE,first_non_empty_line,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-005#5:handle,R-005,dataset/real_code/handwritten/files/conditional_open_closed.py,real_code,handwritten,real:files:conditional_open_closed,train,0,0,,EC-ALIAS-04,5,handle,open,FILE,read_either,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-006#7:handle,R-006,dataset/real_code/handwritten/files/loop_with_inside.py,real_code,handwritten,real:files:loop_with_inside,train,0,0,,EC-LOOP-01,7,handle,open,FILE,total_size,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-007#9:handle,R-007,dataset/real_code/handwritten/files/fdopen_wrapper.py,real_code,handwritten,real:files:fdopen_wrapper,val,0,0,,EC-WRAP-01,9,handle,os.fdopen,FILE,write_temp,,SAFE,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0
R-008#7:handle,R-008,dataset/real_code/handwritten/files/tempfile_managed.py,real_code,handwritten,real:files:tempfile_managed,test,0,0,,EC-CTX-01,7,handle,tempfile.NamedTemporaryFile,FILE,stage,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-009#7:archive,R-009,dataset/real_code/handwritten/files/zipfile_nested.py,real_code,handwritten,real:files:zipfile_nested,train,0,0,,EC-CTX-03,7,archive,zipfile.ZipFile,FILE,read_member,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-010#5:handle,R-010,dataset/real_code/handwritten/files/comprehension_in_with.py,real_code,handwritten,real:files:comprehension_in_with,train,0,0,,EC-SYNTAX-01,5,handle,open,FILE,head,,SAFE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-011#7:connection,R-011,dataset/real_code/handwritten/network/socket_with.py,real_code,handwritten,real:network:socket_with,train,0,0,,EC-CTX-01,7,connection,socket.create_connection,SOCKET,probe,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-012#7:server,R-012,dataset/real_code/handwritten/network/socket_try_finally.py,real_code,handwritten,real:network:socket_try_finally,val,0,0,,EC-CF-05,7,server,socket.socket,SOCKET,accept_one,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-013#8:response,R-013,dataset/real_code/handwritten/network/urlopen_closing.py,real_code,handwritten,real:network:urlopen_closing,train,0,0,,EC-CTX-04,8,response,urllib.request.urlopen,SOCKET,fetch,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-014#7:session,R-014,dataset/real_code/handwritten/network/session_with.py,real_code,handwritten,real:network:session_with,train,0,0,,EC-CTX-01,7,session,requests.Session,SESSION,fetch_all,,SAFE,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0
R-015#7:connection,R-015,dataset/real_code/handwritten/network/socket_shutdown_then_close.py,real_code,handwritten,real:network:socket_shutdown_then_close,test,0,0,,EC-CLOSE-02,7,connection,socket.create_connection,SOCKET,send_once,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-016#11:connection,R-016,dataset/real_code/handwritten/network/helper_closes_param.py,real_code,handwritten,real:network:helper_closes_param,train,0,0,,EC-INTER-01,11,connection,socket.create_connection,SOCKET,request,,SAFE,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
R-017#8:connection,R-017,dataset/real_code/handwritten/database/sqlite_closing.py,real_code,handwritten,real:database:sqlite_closing,train,0,0,,EC-DB-01,8,connection,sqlite3.connect,DB,count_rows,,SAFE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
R-018#7:connection,R-018,dataset/real_code/handwritten/database/sqlite_try_finally.py,real_code,handwritten,real:database:sqlite_try_finally,test,0,0,,EC-CF-05,7,connection,sqlite3.connect,DB,insert,,SAFE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
R-019#8:connection,R-019,dataset/real_code/handwritten/database/cursor_and_connection.py,real_code,handwritten,real:database:cursor_and_connection,train,0,0,,EC-DB-02,8,connection,sqlite3.connect,DB,fetch_names,,SAFE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
R-021#7:process,R-021,dataset/real_code/handwritten/process/popen_with.py,real_code,handwritten,real:process:popen_with,train,0,0,,EC-PROC-01,7,process,subprocess.Popen,PROCESS,run,,SAFE,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
R-022#7:process,R-022,dataset/real_code/handwritten/process/popen_communicate.py,real_code,handwritten,real:process:popen_communicate,train,0,0,,EC-PROC-02,7,process,subprocess.Popen,PROCESS,capture,,SAFE,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
R-023#7:pool,R-023,dataset/real_code/handwritten/process/pool_close_join.py,real_code,handwritten,real:process:pool_close_join,train,0,0,,EC-POOL-01,7,pool,multiprocessing.Pool,POOL,square_all,,SAFE,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
R-024#7:executor,R-024,dataset/real_code/handwritten/process/executor_with.py,real_code,handwritten,real:process:executor_with,train,0,0,,EC-POOL-02,7,executor,concurrent.futures.ThreadPoolExecutor,POOL,fan_out,,SAFE,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
R-026#9:LOCK,R-026,dataset/real_code/handwritten/concurrency/lock_try_finally.py,real_code,handwritten,real:concurrency:lock_try_finally,train,0,0,,EC-LOCK-02,9,LOCK,threading.Lock,LOCK,guarded,,SAFE,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0
R-028#7:session,R-028,dataset/real_code/handwritten/async_resources/session_async_with.py,real_code,handwritten,real:async_resources:session_async_with,train,0,0,,EC-ASYNC-01,7,session,aiohttp.ClientSession,ASYNC_SESSION,fetch,,SAFE,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
R-029#10:<temp@10:50>,R-029,dataset/real_code/handwritten/async_resources/async_exit_stack.py,real_code,handwritten,real:async_resources:async_exit_stack,val,0,0,,EC-ASYNC-02,10,<temp@10:50>,aiohttp.ClientSession,ASYNC_SESSION,fetch_one,,SAFE,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
R-029#10:session,R-029,dataset/real_code/handwritten/async_resources/async_exit_stack.py,real_code,handwritten,real:async_resources:async_exit_stack,val,0,0,,EC-ASYNC-02,10,session,aiohttp.ClientSession,ASYNC_SESSION,fetch_one,,SAFE,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
R-030#7:reader,R-030,dataset/real_code/handwritten/async_resources/async_try_finally.py,real_code,handwritten,real:async_resources:async_try_finally,test,0,0,,EC-ASYNC-03,7,reader,asyncio.open_connection,ASYNC_SOCKET,ping,,SAFE,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
R-031#7:handle,R-031,dataset/real_code/handwritten/async_resources/aiofiles_with.py,real_code,handwritten,real:async_resources:aiofiles_with,train,0,0,,EC-ASYNC-01,7,handle,aiofiles.open,ASYNC_FILE,read_text,,SAFE,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
R-032#8:<temp@8:39>,R-032,dataset/real_code/handwritten/contextlib_patterns/exit_stack.py,real_code,handwritten,real:contextlib_patterns:exit_stack,train,0,0,,EC-CTX-05,8,<temp@8:39>,open,FILE,concat,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-033#10:<temp@10:36>,R-033,dataset/real_code/handwritten/contextlib_patterns/exit_stack_manual.py,real_code,handwritten,real:contextlib_patterns:exit_stack_manual,train,0,0,,EC-CTX-06,10,<temp@10:36>,open,FILE,read_pair,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-033#10:right,R-033,dataset/real_code/handwritten/contextlib_patterns/exit_stack_manual.py,real_code,handwritten,real:contextlib_patterns:exit_stack_manual,train,0,0,,EC-CTX-06,10,right,open,FILE,read_pair,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-033#9:<temp@9:35>,R-033,dataset/real_code/handwritten/contextlib_patterns/exit_stack_manual.py,real_code,handwritten,real:contextlib_patterns:exit_stack_manual,train,0,0,,EC-CTX-06,9,<temp@9:35>,open,FILE,read_pair,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-033#9:left,R-033,dataset/real_code/handwritten/contextlib_patterns/exit_stack_manual.py,real_code,handwritten,real:contextlib_patterns:exit_stack_manual,train,0,0,,EC-CTX-06,9,left,open,FILE,read_pair,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-034#8:handle,R-034,dataset/real_code/handwritten/contextlib_patterns/generator_manager.py,real_code,handwritten,real:contextlib_patterns:generator_manager,train,0,0,,EC-GEN-01,8,handle,open,FILE,opened,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-035#8:response,R-035,dataset/real_code/handwritten/contextlib_patterns/closing_helper.py,real_code,handwritten,real:contextlib_patterns:closing_helper,train,0,0,,EC-CTX-04,8,response,urllib.request.urlopen,SOCKET,head_bytes,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-036#8:handle,R-036,dataset/real_code/handwritten/contextlib_patterns/exit_stack_callback.py,real_code,handwritten,real:contextlib_patterns:exit_stack_callback,train,0,0,,EC-CTX-07,8,handle,open,FILE,read_with_callback,,SAFE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
R-037#8:connection,R-037,dataset/real_code/handwritten/contextlib_patterns/suppress_around_close.py,real_code,handwritten,real:contextlib_patterns:suppress_around_close,train,0,0,,EC-CTX-08,8,connection,socket.create_connection,SOCKET,best_effort,,SAFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-038#8:self.db,R-038,dataset/real_code/handwritten/class_ownership/exit_closes_attr.py,real_code,handwritten,real:class_ownership:exit_closes_attr,val,0,0,,EC-OWN-01,8,self.db,sqlite3.connect,DB,Store.__init__,Store,SAFE,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
R-039#8:self.sock,R-039,dataset/real_code/handwritten/class_ownership/close_method.py,real_code,handwritten,real:class_ownership:close_method,test,0,0,,EC-OWN-01,8,self.sock,socket.create_connection,SOCKET,Client.__init__,Client,SAFE,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
R-040#8:self.db,R-040,dataset/real_code/handwritten/class_ownership/del_closes_attr.py,real_code,handwritten,real:class_ownership:del_closes_attr,train,0,0,,EC-OWN-02,8,self.db,sqlite3.connect,DB,Cache.__init__,Cache,SAFE,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
